[[479.5, 477.9], [417.9, 489.8], [438.9, 443.6], [474.6, 445.7]]|[3, 3]|[1.5, 5, 0.6666666666666666]|False
[[280, 647.3], [237.3, 637.5], [189, 666.9], [214.2, 595.5], [275.1, 573.8], [258.3, 534.6], [270.9, 506.6], [306.6, 548.6], [338.1, 553.5]]|[3, 0, 3, 0, 3, 3, 3]|[1.5, 5, 0.6666666666666666]|False
[[280, 647.3], [296.1, 794.3], [402.5, 886.7], [515.9, 886.7], [621.6, 794.3], [638.4, 647.3], [579.6, 552.1], [499.8, 510.1], [466.2, 507.3], [338.1, 553.5]]|[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]|[1.5, 5, 0.6666666666666666]|True
[[466.2, 507.3], [479.5, 477.9], [474.6, 445.7], [462, 400.9], [514.5, 342.8], [567, 340.7], [619.5, 355.4], [667.1, 419.1], [648.9, 521.3], [623, 473.0], [543.9, 475.8], [499.8, 510.1]]|[3, 1, 3, 3, 3, 3, 3, 0, 3, 3]|[1.5, 5, 0.6666666666666666]|False
[[532.7, 433.1], [590.1, 389.7], [585.9, 445.7]]|[3]|[1.5, 5, 0.6666666666666666]|False
[[462, 400.9], [427, 406.5], [403.2, 425.4], [378, 437.3], [381.5, 407.9], [348.6, 384.8], [384.3, 374.3], [390.6, 340.7], [424.2, 373.7], [471.5, 375.0]]|[1, 3, 0, 3, 0, 3, 0, 3]|[1.5, 5, 0.6666666666666666]|False
[[567, 340.7], [567, 304.3], [592.2, 305.0], [611.1, 288.2], [621.6, 314.1], [644.0, 319.7], [619.5, 355.4]]|[0, 3, 0, 3, 0]|[1.5, 5, 0.6666666666666666]|False
[[436.8, 746.0], [364.0, 697.0], [445.2, 667.6]]|[0]|[1.5, 5, 0.6666666666666666]|False
